ext1,ext2,ext3,ext4,ext5,ext6,ext7,ext8,ext9,ext10,est1,est2,est3,est4,est5,est6,est7,est8,est9,est10,agr1,agr2,agr3,agr4,agr5,agr6,agr7,agr8,agr9,agr10,csn1,csn2,csn3,csn4,csn5,csn6,csn7,csn8,csn9,csn10,opn1,opn2,opn3,opn4,opn5,opn6,opn7,opn8,opn9,opn10,degree_category,degree,happiness_level,gender,birth_date,birth_location_country,birth_location_country_clean,birth_location_province,birth_location_city
1,4,3,5,1,5,2,4,3,3,3,3,3,2,4,5,4,4,3,4,3,3,1,2,5,2,3,3,2,2,2,3,3,4,2,3,3,4,2,1,3,1,3,1,2,4,4,3,4,1,Social Sciences,Comunicación,2,M,1988/02/18,Uruguay,Uruguay,Montevideo,Montevideo
3,2,3,2,4,1,4,3,3,4,5,1,5,1,5,3,5,5,5,4,2,4,4,4,1,3,1,4,4,4,2,1,5,2,3,2,3,2,4,5,5,3,5,1,4,5,3,5,5,5,None,ninguna,3,F,1997/02/17,argentina,Argentina,buenos aires,ciudadela
2,2,4,2,4,2,4,3,2,3,5,1,5,2,4,3,5,5,4,5,2,4,4,4,3,4,2,3,4,4,5,2,5,2,2,5,5,4,2,2,5,5,4,5,3,2,4,4,5,3,Arts,Design,3,M,1989/09/15,Argentina,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires
1,3,3,4,3,2,2,5,2,4,2,4,5,1,2,4,2,2,1,3,1,5,5,5,1,5,1,4,5,3,3,3,5,2,3,3,4,2,5,5,4,1,5,1,3,3,5,3,5,3,None,Ninguna,2,M,1996/05/28,Argentina,Argentina,Santa Fe,Santa Fe
1,5,2,5,1,5,1,5,2,5,5,1,5,1,3,5,5,5,5,4,5,1,5,1,5,3,5,1,1,2,3,5,2,5,2,5,2,3,2,3,5,5,5,5,5,5,3,5,5,5,Business,Turismo,3,M,1994/03/07,Ecuador,Ecuador,Azuay,Cuenca
3,4,4,5,2,5,2,3,3,5,4,5,4,5,1,2,2,2,1,1,1,5,1,4,2,4,1,4,3,4,2,4,3,5,2,4,5,4,4,4,3,1,3,1,3,3,5,2,5,3,None,Soy estudiante de secundaria,4,F,2005/07/16,Argentina,Argentina,Buenos Aires,CABA
3,3,3,3,4,4,2,3,2,4,1,4,2,5,2,2,1,1,1,1,4,4,2,3,4,5,4,2,4,4,3,5,5,2,1,4,3,3,4,5,5,2,5,3,4,1,5,5,5,4,Health Sciences,Veterinaria,3,M,1997/09/18,Argentina,Argentina,Buenos Aires,Chascomús
3,3,2,3,3,4,2,4,3,4,3,3,3,2,3,2,2,2,3,2,4,2,4,2,4,3,4,2,3,4,4,3,3,2,2,2,2,2,4,4,4,2,3,2,3,3,4,4,4,2,Social Sciences,Produccion de radio,3,M,2023/10/16,Argentina,Argentina,Buenos Aires,Avellaneda
3,1,4,5,5,1,5,4,5,4,2,2,5,2,2,5,5,5,5,4,1,5,4,5,1,4,1,5,5,5,5,5,5,2,5,4,5,2,5,5,5,2,5,3,5,2,5,5,5,5,STEM,Técnico químico,5,M,2002/02/05,Argentina,Argentina,Santa Fe,Sunchales
3,2,3,1,5,1,3,1,5,2,3,2,4,3,2,2,4,3,4,1,2,5,1,4,2,3,1,4,5,4,4,4,2,3,2,4,2,1,4,5,5,1,5,1,5,1,5,4,5,5,Social Sciences,Doctorado en Ciencias del Lenguaje,3,M,1975/05/31,Argentina,Argentina,Buenos Aires,Tandil
2,2,3,3,2,1,1,4,3,4,5,2,5,1,3,4,3,4,2,3,2,4,2,3,1,3,1,3,3,5,3,5,5,5,1,1,3,3,1,5,4,3,5,3,4,2,3,2,5,5,Social Sciences,Lic. en Ciencia Politica,3,F,1999/07/12,Argentina,Argentina,Córdoba,Bell Ville
2,5,4,4,3,4,2,4,3,5,4,2,4,2,4,3,3,3,3,4,2,4,2,3,2,4,3,3,3,3,2,4,3,3,2,3,4,3,4,3,4,2,4,2,3,3,3,4,5,4,Social Sciences,Ciencia política,3,M,1988/09/11,Argentina,Argentina,CABA,CABA
4,3,4,2,3,2,2,1,5,4,3,5,4,5,1,1,1,1,1,1,1,4,3,4,2,4,2,4,3,5,5,3,4,4,3,1,4,2,4,4,3,5,5,2,3,2,4,3,4,4,Arts,Profesorado de Artes En Teatro (U.N.A),3,M,2004/10/12,Argentina,Argentina,Bs As,Lanús
4,2,2,4,5,3,2,3,3,4,5,3,4,3,5,5,3,3,4,3,4,5,5,5,2,3,3,4,3,4,3,5,4,4,2,4,5,5,5,4,3,4,3,4,2,5,4,2,5,4,STEM,Analista de sistemas,4,X,1984/06/12,Argentina,Argentina,Mendoza,San Rafael
4,2,4,3,2,2,3,5,3,4,4,3,5,2,5,4,5,5,3,3,1,3,3,3,2,4,2,5,4,5,5,4,3,4,2,5,4,4,3,3,4,2,5,3,4,2,4,4,4,5,Business,Márketing,1,M,1986/07/26,Argentina,Argentina,Buenos Aires,Lanus
4,1,4,1,5,2,5,3,4,1,2,2,4,3,1,1,4,2,2,2,2,5,1,5,1,4,1,4,4,5,1,4,4,5,1,5,2,4,1,5,3,1,5,1,4,1,3,2,3,5,Arts,Interdisciplinary Arts,4,F,2002/01/04,The Netherlands,Netherlands,Limburg,Weert
2,3,3,4,3,3,2,2,3,4,2,4,3,3,2,2,3,3,2,1,1,4,2,4,1,3,1,4,4,4,3,4,4,3,4,2,3,2,3,5,3,1,4,1,2,1,3,1,3,2,None,Ninguna,4,F,1988/12/26,Argentina,Argentina,Buenos aires,Caba
2,4,1,4,3,3,1,5,2,5,5,3,5,2,5,5,5,5,3,4,5,5,2,4,2,5,4,3,3,4,2,5,3,5,1,5,2,5,1,1,3,2,4,2,3,3,4,3,3,3,STEM,Ing Sistemas,2,M,1996/08/01,arg,Argentina,arg,arg
3,1,4,2,5,1,3,2,5,1,3,3,4,5,1,1,2,1,4,1,1,5,4,5,1,5,1,3,5,5,5,1,5,1,5,1,5,1,2,5,4,1,4,1,3,1,5,3,4,4,Social Sciences,Sociología,4,M,1988/06/21,Argentina,Argentina,Buenos Aires,CABA
3,2,3,3,4,2,4,2,2,3,2,4,4,4,3,2,1,1,2,1,2,4,2,4,3,4,2,4,3,4,4,4,3,3,1,4,3,3,1,5,5,1,5,1,5,1,5,3,3,4,STEM,Matemática,4,M,1990/03/30,Argentina,Argentina,Santa Fe,Santa Fe
1,3,2,2,1,1,1,5,3,5,3,5,3,5,5,4,1,1,4,1,3,2,4,4,2,2,3,2,3,2,4,5,4,4,1,4,4,2,4,3,5,1,5,1,4,4,4,5,3,4,Health Sciences,Medicina,4,M,1991/07/01,Argentina,Argentina,Buenos Aires,CABA
2,4,2,4,2,5,1,5,3,5,5,3,3,3,3,2,2,1,4,2,2,3,4,3,3,3,3,3,3,4,2,3,1,3,3,3,3,3,5,3,2,3,3,4,3,3,4,2,4,3,Health Sciences,Kinesiologia,3,M,1975/04/04,Argentina,Argentina,Caba,Caba
3,4,4,3,2,3,3,3,2,3,3,3,5,3,2,2,2,2,1,3,1,4,1,5,3,4,1,3,3,4,3,4,3,3,2,4,2,2,4,3,4,3,4,3,3,2,3,2,4,4,Arts,Imágen y sonido,3,F,1984/03/03,Argentina,Argentina,Buenos Aires,Caba
3,2,1,3,5,1,2,5,3,4,5,2,5,1,4,3,4,4,4,2,1,5,4,3,1,5,1,3,4,4,2,5,4,5,5,2,3,2,4,5,4,2,4,2,3,3,4,3,5,4,Humanities,Profesorado de Historia,4,F,1984/09/09,Argentina,Argentina,Buenos Aires,Tres de Febrero
4,1,4,1,5,2,5,3,5,1,1,5,4,5,1,4,1,1,2,1,2,4,2,4,3,3,2,4,3,4,4,5,3,3,2,4,3,4,3,3,5,1,4,1,3,1,4,3,3,2,STEM,Licenciatura en fisica,5,M,2000/02/28,argentina,Argentina,rio negro,rio colorado
2,3,3,2,3,2,4,4,5,2,3,5,4,2,1,3,2,2,4,1,3,2,2,5,4,5,2,2,4,3,1,3,4,4,1,4,5,4,5,5,3,2,4,2,4,1,3,1,5,4,Arts,Tecnicatura en realización audiovisual,4,M,2003/03/13,Argentina,Argentina,Santa fe,Rosario
3,4,3,4,2,4,2,4,5,5,3,3,4,2,4,2,5,5,3,4,3,5,3,5,3,5,2,3,4,4,3,4,5,2,3,1,5,2,4,4,5,1,5,1,5,2,4,2,5,3,Health Sciences,Anestesiología,4,F,1993/03/09,Argentina,Argentina,Misiones,Oberá
4,2,4,3,4,1,4,3,5,4,2,4,4,2,4,4,3,4,4,3,2,4,4,4,2,3,2,3,4,3,3,5,3,4,2,5,3,5,5,3,4,3,5,1,5,1,4,4,5,5,STEM,ingenieria en sistemas,3,M,2001/07/21,Argentina,Argentina,Santa Fe,Rosario
1,4,1,2,2,2,1,5,1,4,3,3,4,2,4,4,3,2,4,3,4,2,3,4,2,3,2,1,2,2,4,1,5,1,5,2,5,2,4,4,4,2,4,1,3,1,4,4,5,4,STEM,Ingeniería en Sistemas de Información,4,X,1994/11/15,Argentina,Argentina,Córdoba,San Francisco
3,1,3,3,4,1,4,4,3,3,3,4,4,4,3,2,2,2,2,1,2,4,2,4,2,4,1,4,4,4,3,1,4,2,2,2,5,2,3,4,4,2,4,2,3,2,4,2,4,4,Business,Contador público,4,M,1985/04/08,Argentina,Argentina,Mendoza,Mendoza
2,1,3,2,5,4,4,3,4,4,5,1,1,4,5,5,4,4,5,2,5,4,4,4,3,2,3,2,4,4,2,5,5,4,1,1,1,5,5,5,5,1,5,1,5,1,5,5,5,5,Social Sciences,Psicología,5,F,1980/08/27,Argentina,Argentina,Buenos Aires,Merlo
1,2,2,5,2,4,1,5,1,5,3,3,5,1,5,5,4,4,4,4,1,5,4,5,1,3,1,3,2,3,3,4,4,2,2,4,4,5,3,4,4,1,4,1,4,1,4,2,5,5,STEM,Arquitectura,3,M,1989/09/25,Argentina,Argentina,Bs As,Coronel suarez
1,2,1,4,3,3,2,3,2,3,4,3,4,1,5,5,5,4,5,3,1,5,3,5,1,4,2,5,5,3,3,4,4,1,1,2,3,3,2,1,4,3,1,1,1,2,5,3,5,2,None,Nada,2,M,1998/10/25,Argentina,Argentina,Buenos Aires,Buenos Aires
3,2,2,4,3,2,2,2,4,4,5,4,5,2,3,4,5,5,4,3,1,3,3,4,2,5,2,5,5,5,5,5,5,5,5,3,4,4,5,5,5,3,5,1,5,1,5,5,5,5,Other,Tripulante de Cabina de Pasajeros,3,F,2004/10/21,Paraguay,Paraguay,Central,Asunción
3,3,2,3,3,2,3,3,3,4,4,3,4,1,3,4,4,4,4,5,2,4,1,5,1,5,1,4,4,3,3,1,3,2,3,1,4,2,3,4,3,3,5,1,4,1,3,1,5,5,Humanities,Archivologia,3,F,1996/02/12,Uruguay,Uruguay,Canelones,Pando
1,2,3,4,4,1,3,4,1,4,1,5,5,4,2,1,1,1,1,1,1,5,1,4,2,3,1,4,4,5,4,2,3,1,4,2,5,2,5,5,5,1,3,1,4,3,5,3,4,3,Business,Contador,3,M,1983/11/16,Argentina,Argentina,Córdoba,Córdoba
1,3,3,4,3,1,1,1,1,3,3,3,5,1,5,3,3,3,5,4,5,1,5,1,5,1,5,1,1,1,4,1,5,1,3,1,5,1,5,5,5,1,5,1,3,1,3,4,4,4,Social Sciences,Abogacia,2,M,1980/07/31,Argentina,Argentina,BA,Quilmes
2,4,3,4,2,4,2,5,1,4,4,2,4,3,3,3,3,3,2,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,4,1,5,1,5,5,5,1,4,1,3,3,5,3,5,3,Health Sciences,Medicina,3,F,1993/06/10,Argentina,Argentina,Buenos Aires,Caba
4,3,2,4,3,4,4,3,3,4,5,5,5,2,4,5,5,5,5,5,3,2,1,2,3,3,2,3,2,4,5,1,5,2,5,1,5,1,5,5,5,1,5,2,3,3,4,4,5,5,Arts,Profesorado en teatro,2,M,1986/07/29,Argentina,Argentina,Catamarca,San Fernando del Valle de Catamarca
1,5,1,5,1,5,3,5,1,5,5,1,5,1,3,2,2,3,2,3,1,5,2,5,1,5,1,5,5,5,2,1,5,3,4,3,5,5,1,5,3,1,3,3,3,3,3,1,3,2,Humanities,historia del arte,2,X,1995/09/06,argentina,Argentina,buenos aires,la plata
3,2,4,3,2,2,2,3,2,4,2,4,4,4,1,2,2,1,2,2,3,3,3,3,1,2,1,3,3,4,2,3,4,2,2,2,4,4,2,4,3,1,3,2,3,2,3,2,1,3,STEM,Arquitectura,4,M,1996/04/02,Argentina,Argentina,Santa Fe,Rosario
3,4,2,4,1,4,2,5,2,4,4,3,4,4,3,3,2,2,3,2,3,3,2,3,3,3,2,3,3,3,3,2,3,3,4,3,4,2,3,4,5,2,5,2,5,1,5,4,5,5,Humanities,Filosofía,3,M,1986/10/21,Argentina,Argentina,Caba,Caba
3,4,4,4,2,4,4,4,1,2,2,5,1,4,1,2,1,1,1,1,2,4,1,4,1,2,1,3,4,5,4,1,2,4,2,1,4,2,2,2,4,1,2,2,1,5,5,3,4,1,Business,Marketing,4,F,1995/01/24,Argentina,Argentina,Buenos aires,Quilmes
3,2,3,3,4,3,3,3,3,4,4,2,5,2,4,2,4,4,4,4,1,2,3,5,2,5,2,3,5,4,2,4,4,5,1,3,4,5,2,4,4,2,4,2,2,2,3,3,5,3,Business,Comercio internacional,4,F,1998/08/03,Argentina,Argentina,Buenos Aires,Lujan
2,2,2,3,2,2,2,2,1,5,3,3,4,4,2,3,2,2,3,2,2,3,2,4,2,2,2,2,3,3,3,5,3,2,1,3,3,4,3,2,4,1,3,2,4,3,5,3,3,3,STEM,Ingeniería industrial,3,M,1989/11/17,Argentina,Argentina,Bsas,Moron
4,2,3,2,5,2,5,2,3,5,1,4,3,2,1,1,2,2,2,3,1,2,1,4,1,2,1,5,5,5,2,5,1,5,2,5,5,2,1,5,5,1,5,1,4,1,5,4,3,5,None,no,4,F,1982/10/11,argentina,Argentina,bs as,gerli
3,2,3,3,4,2,3,3,4,2,1,4,4,4,1,1,1,1,2,1,1,2,1,4,2,2,1,4,3,4,3,1,5,1,4,1,5,2,4,4,3,2,4,2,3,2,4,2,3,3,Social Sciences,Abogacia,3,M,1990/09/10,Argentina,Argentina,Buenos aires,La plata
3,3,5,3,4,1,5,4,2,4,2,5,4,2,1,4,1,1,1,2,3,4,2,4,2,4,2,4,3,4,3,1,5,1,3,1,5,2,2,5,5,1,4,1,4,1,4,4,5,5,Social Sciences,Relaciones Internacionales,2,M,1997/03/02,Chile,Chile,Región metropolitana,Vitacura
3,2,4,3,3,2,4,3,4,3,3,4,3,2,2,2,3,3,2,2,1,5,2,3,2,3,1,3,3,3,2,4,3,3,2,3,4,3,2,3,3,2,4,2,4,2,3,2,2,4,Social Sciences,periodismo,3,M,1997/12/08,argentina,Argentina,buenos aires,CABA
4,5,2,3,3,2,1,4,2,5,5,1,5,4,4,5,1,1,3,1,2,4,1,5,1,4,1,4,4,4,5,1,5,1,5,1,5,1,4,5,5,1,5,1,3,1,4,5,5,4,Arts,Artes audiovisuales,3,F,1995/04/10,Argentina,Argentina,Buenos Aires,Villa Luzuriaga
2,3,3,3,3,2,2,5,1,4,4,2,5,1,3,4,3,3,4,4,2,4,1,4,2,5,2,4,3,4,5,2,5,3,4,2,5,3,2,4,4,2,3,2,4,3,4,2,4,4,Arts,fotografía,3,F,1994/09/05,argentina,Argentina,Buenos Aires,lobos
3,2,4,4,4,2,4,4,4,2,2,4,4,4,2,2,2,2,1,1,2,4,4,5,3,4,2,4,4,4,2,4,4,2,4,4,4,2,4,4,4,2,4,4,4,2,4,1,5,3,Social Sciences,Derecho,4,M,1992/10/09,09/10/1992,Argentina,Capital federal,Capital federal
1,5,3,4,2,4,2,5,1,5,5,2,5,1,3,4,5,5,5,5,2,4,4,4,1,3,2,4,4,3,2,5,4,5,1,5,4,4,3,5,3,4,5,2,3,2,1,1,5,4,Arts,Modista,2,F,1999/11/18,Argentina,Argentina,Buenos Aires,Mar del Plata
3,5,2,5,1,3,1,4,2,5,3,4,4,4,3,5,3,2,4,3,2,3,4,2,2,3,2,4,2,2,3,5,3,5,2,3,4,4,3,3,3,2,3,2,2,2,4,2,4,4,STEM,Licenciatura en quimica,3,M,1995/05/02,Argentina,Argentina,Mendoza,Godoy cruz
2,2,4,4,5,3,2,4,3,2,3,3,4,2,2,4,2,3,3,4,2,4,2,4,3,4,3,3,4,5,2,5,2,5,2,5,3,2,4,4,4,1,3,1,2,4,3,4,4,2,Health Sciences,Medicina,3,M,1986/08/21,Argentina,Argentina,San Juan,San Juan
3,3,2,3,4,4,3,4,4,4,4,3,4,2,4,3,3,3,4,4,3,3,1,4,4,5,3,4,4,4,4,4,4,2,4,3,4,4,5,3,5,1,4,2,4,2,4,4,5,4,Social Sciences,Comunicación,2,M,1996/11/30,Uruguay,Uruguay,Canelones,Montevideo
2,2,3,4,1,2,2,5,1,5,4,2,4,2,1,1,4,4,3,2,2,4,1,5,1,4,1,4,4,4,4,2,3,3,5,3,3,1,3,5,5,3,4,4,3,1,5,4,4,3,None,Ninguna,2,F,1970/06/14,Argentina,Argentina,Buenos Aires,Buenos Aires
2,2,3,4,5,1,4,5,2,4,5,2,5,1,5,5,2,2,2,5,1,5,1,5,1,5,1,5,5,5,3,5,5,5,1,5,3,5,2,1,5,1,5,1,4,1,5,5,5,5,Health Sciences,Medicina,2,M,1973/03/31,Argentina,Argentina,Capital Federal,CABA
3,3,2,3,3,2,2,3,3,4,4,3,4,1,3,4,3,3,3,3,2,4,1,3,3,3,3,4,4,4,3,1,4,1,3,2,4,2,3,4,5,1,5,1,4,1,3,4,5,4,Humanities,Traductorado en Inglés,3,F,1984/06/04,Argentina,Argentina,Chubut,Comodoro Rivadavia
4,1,5,2,5,2,5,2,2,2,4,2,4,3,3,3,3,2,3,2,4,4,2,4,4,4,2,5,5,5,3,1,5,2,3,2,5,2,4,5,3,2,4,2,4,1,4,3,5,4,Business,Management,4,M,1998/03/02,Italia,Italy,Milano,Milano
4,3,4,3,5,1,3,5,4,3,5,3,5,1,3,5,5,5,5,5,3,3,5,4,1,2,2,3,1,3,3,1,4,1,1,3,3,5,2,1,4,1,4,1,3,1,4,3,5,3,Health Sciences,Enfermería,1,M,2001/02/05,Argentina,Argentina,Buenos Aires,Lomas de Zamora
1,2,1,4,1,4,1,5,2,4,5,1,5,1,3,4,5,5,4,5,3,1,1,2,2,2,3,2,4,2,3,2,4,1,3,2,4,1,1,2,5,1,3,1,3,2,4,2,5,4,Arts,Edición,3,F,1994/09/06,Argentina,Argentina,Buenos Aires,Quilmes
2,3,4,3,3,4,3,5,2,3,5,3,5,1,3,4,5,5,4,4,1,5,2,4,1,5,1,4,5,3,2,4,4,5,3,3,5,4,1,3,4,3,4,1,4,2,4,3,5,4,Business,Relaciones laborales,3,F,1994/02/24,Argentina,Argentina,Buenos Aires,Remedios de Escalada
2,3,3,3,4,3,4,4,2,2,4,2,4,3,2,2,3,3,1,3,2,4,1,4,2,4,1,4,4,4,3,2,4,2,3,2,4,2,5,5,2,4,2,5,3,4,2,2,4,3,Business,Licenciatura empesariales,3,F,1971/06/01,España,Spain,Vizcaya,Bilbao
4,2,2,3,4,2,1,3,4,2,1,5,2,4,2,2,2,1,1,1,3,4,2,4,2,5,2,2,4,4,3,4,2,2,3,4,4,2,4,4,3,1,5,1,4,1,5,1,4,3,None,Cursé Genética pero abandone para dedicarme a lo que me gusta,5,M,1997/03/06,Argentina,Argentina,Buenos Aires,CABA
2,2,3,3,2,2,3,3,5,4,4,2,5,2,4,3,4,3,3,4,2,2,1,4,3,1,2,5,4,5,5,1,4,3,2,1,4,3,3,4,3,2,5,2,3,2,3,1,5,5,Health Sciences,Optica,3,F,2000/07/23,Argentina,Argentina,Bs as,Caba
2,2,2,3,3,3,2,4,1,5,3,3,4,3,2,2,2,2,2,2,3,3,1,4,2,3,1,3,3,3,3,2,3,2,2,2,4,2,4,3,4,1,4,1,4,2,4,4,4,4,STEM,Ingeniería en computación,4,M,1975/12/30,Uruguay,Uruguay,Montevideo,Montevideo
3,3,4,2,3,1,3,2,5,3,4,3,4,2,2,4,3,3,4,2,2,5,3,4,2,4,1,2,2,5,3,4,5,2,1,3,4,4,4,3,4,2,4,2,5,1,5,3,4,4,Social Sciences,Psicologia,4,M,1996/07/24,Argentina,Argentina,Buenos Aires,CABA
3,4,2,4,5,3,5,4,3,4,4,3,5,3,2,2,2,2,1,1,2,5,2,5,2,4,2,4,4,4,5,3,4,2,2,2,4,2,4,4,4,3,4,2,3,2,3,3,5,3,None,Ninguna,5,M,1990/02/08,Argentina,Argentina,Neuquen,Zapala
3,3,4,4,3,5,4,3,5,3,4,3,4,2,3,4,4,2,2,4,1,4,2,5,2,4,1,4,4,5,4,5,4,4,4,4,3,4,3,3,5,2,4,2,3,2,4,5,5,4,Social Sciences,Psicología,3,M,1990/04/03,Argentina,Argentina,Buenos Aires,Haedo
3,2,5,4,3,2,1,4,4,5,5,2,4,1,1,2,4,4,2,3,1,5,1,5,1,4,1,5,4,4,4,3,4,3,1,4,4,4,2,4,5,1,5,1,5,1,5,5,5,5,Social Sciences,Relaciones Internacionales,3,M,2000/08/18,Argentina,Argentina,CABA,CABA
1,5,3,5,2,5,5,2,5,3,2,5,4,4,1,4,4,3,1,3,1,5,4,5,1,5,1,5,4,5,5,1,5,1,2,1,4,1,5,1,1,1,4,1,4,2,5,1,5,2,Business,Finanzas,5,M,1998/09/17,Argentina,Argentina,Buenos Aires,San isidro
2,2,2,3,4,1,1,1,4,2,4,2,5,2,5,2,4,2,2,3,1,4,1,4,1,3,1,4,3,4,1,1,2,1,5,1,5,2,4,2,5,2,5,2,4,3,2,5,5,5,STEM,Arquitectura,4,F,2000/02/28,Argentina,Argentina,Buenos Aires,Tigre
3,3,4,2,4,4,4,4,2,2,2,3,4,3,2,3,3,3,2,3,1,5,2,5,1,4,1,3,4,5,4,3,3,2,4,2,3,1,2,4,4,3,4,3,2,3,4,3,5,3,Social Sciences,Derecho,4,F,1977/06/01,España,Spain,Almeria,Almeria
3,2,4,3,4,2,4,4,3,2,2,3,3,3,2,3,2,2,2,2,2,4,1,4,2,3,2,4,4,4,3,1,3,4,5,1,5,1,3,5,4,2,4,2,4,2,4,3,4,4,Business,GADE,4,F,1977/11/29,España,Spain,La Rioja,Logroño
3,1,4,2,2,1,3,5,2,1,5,2,5,3,1,1,1,1,1,1,2,5,1,4,2,1,1,2,5,4,2,1,5,1,3,1,5,2,5,5,5,1,4,1,3,1,4,2,4,4,Social Sciences,Psicologia,5,F,1989/06/12,Argentina,Argentina,Buenos Aires,CABA
5,1,5,2,5,1,5,2,5,1,1,5,4,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,5,3,4,1,4,1,1,1,4,4,1,5,2,5,1,5,4,3,5,Business,Doble Grado en Derecho y Administración y Dirección de Empresas,5,F,2000/08/25,España,Spain,La  Rioja,Logroño
4,2,5,4,5,2,4,3,4,2,1,2,4,4,2,2,1,2,1,1,2,4,1,4,2,2,1,2,3,4,3,2,3,1,4,1,4,1,5,4,3,2,2,3,3,3,4,3,3,3,Business,Diplomatura enpresarial,4,F,1968/07/09,España,Spain,La rioja,Logroño
2,3,3,4,4,3,4,2,3,3,4,2,5,2,4,3,1,1,3,2,1,4,1,4,1,4,1,5,4,5,3,2,5,1,3,1,4,3,4,5,4,1,4,1,3,4,3,3,3,2,Humanities,Letras,4,F,2022/07/31,España,Spain,Cantabria,Reinosa
3,3,3,5,2,3,2,5,2,4,4,4,4,3,1,2,2,2,3,2,2,4,1,2,3,3,3,2,4,4,4,5,4,1,4,3,4,1,4,5,4,2,2,3,3,3,4,2,4,3,Business,Lade,4,F,2017/12/16,España,Spain,La rioja,Logroño
3,2,5,3,4,2,5,3,1,3,5,3,5,1,5,5,5,5,5,5,1,5,1,5,3,5,3,4,5,4,5,1,5,3,3,1,5,2,3,3,5,1,3,3,3,3,5,3,5,5,Social Sciences,Derecho y máster en edición de libros,5,F,1995/11/12,Colombia,Colombia,Bogotá,Bogotá
4,3,4,4,2,3,1,4,2,3,2,4,5,4,2,3,2,2,2,2,2,4,1,4,2,5,1,3,4,5,3,1,5,2,5,1,5,1,4,5,5,5,3,5,2,2,4,2,3,3,Social Sciences,Estudios Internacionales,4,F,2000/10/29,Argentina,Argentina,Entre Rios,San Jose
4,1,4,1,4,1,4,2,4,2,2,3,3,2,2,3,1,1,2,1,2,4,1,3,1,5,2,3,4,4,4,2,4,2,3,3,4,2,4,4,4,2,4,2,3,2,4,3,3,4,Social Sciences,Communication,4,F,2004/06/17,Argentina,Argentina,Buenos Aires,Cuidad Autónoma de Buenos Aires
3,2,4,3,2,3,3,4,2,3,2,4,4,4,4,2,2,2,4,2,2,4,1,4,1,3,1,4,4,4,4,4,4,4,2,3,3,3,3,4,4,2,3,3,3,3,4,3,2,4,Business,Empresariales,4,F,2023/11/27,España,Spain,León,León
2,4,3,4,3,4,2,4,4,4,2,2,4,3,2,2,1,1,1,2,1,5,3,4,1,4,1,4,4,4,4,3,4,1,5,2,5,1,4,4,2,4,4,3,3,3,5,1,2,3,Business,Administracion de empresas,4,F,2004/05/26,argentina,Argentina,CABA,CABA
4,5,5,4,3,4,2,5,2,4,3,3,4,2,2,4,4,4,4,4,2,4,2,4,1,2,1,5,4,3,4,1,5,1,5,2,4,1,5,5,3,3,2,4,2,4,4,2,2,2,Health Sciences,Medicina,3,F,1996/09/03,Argentina,Argentina,Caba,Caba
2,5,3,3,3,4,2,4,2,4,4,2,4,5,2,2,2,2,2,2,4,3,2,3,3,2,3,2,4,3,2,5,3,2,1,5,5,4,4,3,2,4,2,3,4,4,5,3,5,5,STEM,Physics,4,M,1996/11/08,Argentina,Argentina,CABA,CABA
3,2,4,4,2,2,3,4,3,3,2,3,3,2,2,2,2,2,3,2,2,4,4,4,2,2,1,4,4,4,5,3,4,1,5,2,4,1,3,4,4,1,3,1,3,2,4,4,2,3,STEM,Ingeniería quimica,3,F,1996/12/30,Argentina,Argentina,CABA,CABA
1,2,3,4,3,3,3,4,3,4,3,4,3,5,2,2,1,1,1,1,1,2,1,4,2,3,1,3,4,5,4,1,4,1,4,1,5,2,4,5,5,1,3,1,3,3,5,5,5,3,STEM,Física,4,M,1996/09/24,Argentina,Argentina,Río Negro,Bariloche
4,1,5,2,4,1,5,1,4,2,4,2,4,3,2,2,2,2,3,2,3,5,1,3,2,2,2,4,3,5,4,5,3,4,3,5,1,3,5,5,3,2,3,4,5,3,5,3,4,4,STEM,Ingenieria quimica,4,F,1997/01/21,Argentina,Argentina,Buenos Aires,CABA
3,3,2,3,4,2,2,5,1,4,4,1,4,2,1,1,2,2,1,1,4,5,1,4,1,4,1,5,3,3,4,1,4,1,5,1,5,1,5,5,4,1,4,1,4,2,5,4,5,4,Business,Derecho y Business,4,F,2000/06/20,España,Spain,Cádiz,San Fernando
2,2,3,2,4,1,4,2,3,2,3,3,3,2,1,1,1,1,1,2,1,5,2,5,1,5,1,5,5,5,3,2,5,1,2,3,4,3,4,4,5,2,5,3,5,1,4,3,5,5,Business,UADE,5,F,1998/04/08,Argentina,Argentina,Tierra del Fuego,Ushuaia
1,3,3,4,1,3,1,4,2,5,2,4,5,2,2,5,2,1,1,4,3,4,1,3,3,4,1,4,1,4,2,5,3,4,1,4,2,5,3,3,2,1,5,1,3,2,4,5,5,4,STEM,Licenciatura en Ciencias Fisicas,2,M,1997/03/11,Argentina,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires
3,3,4,3,3,2,3,2,5,3,3,5,2,5,2,3,2,1,3,1,2,4,1,5,1,3,1,4,5,4,3,2,4,2,3,1,4,4,4,4,3,2,4,2,5,1,4,3,3,4,Arts,Licenciatura en Artes Escénicas,5,F,1998/10/10,Argentina,Argentina,Buenos Aires,Caba
