ext1,ext2,ext3,ext4,ext5,ext6,ext7,ext8,ext9,ext10,est1,est2,est3,est4,est5,est6,est7,est8,est9,est10,agr1,agr2,agr3,agr4,agr5,agr6,agr7,agr8,agr9,agr10,csn1,csn2,csn3,csn4,csn5,csn6,csn7,csn8,csn9,csn10,opn1,opn2,opn3,opn4,opn5,opn6,opn7,opn8,opn9,opn10,degree_category,happiness_level,gender,birth_date,birth_location_country_clean,age,age_group,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,zodiac_sign,zodiac_group
3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,Other,5,F,1965-11-26,Argentina,58,46-59,41.0,40.0,30.0,38.0,29.0,Sagitario,Fuego
3.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,Social Sciences,3,F,1965-07-21,Argentina,58,46-59,39.0,40.0,39.0,43.0,17.0,Cáncer,Agua
3.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,1.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,,4,M,1990-07-25,Argentina,33,31-45,43.0,35.0,19.0,25.0,21.0,Leo,Fuego
1.0,4.0,2.0,2.0,4.0,5.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,Business,3,M,1961-08-28,Argentina,62,60+,30.0,43.0,26.0,44.0,20.0,Virgo,Tierra
3.0,2.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,4.0,5.0,Social Sciences,4,F,1975-03-11,Argentina,48,46-59,41.0,46.0,34.0,49.0,19.0,Piscis,Agua
1.0,4.0,2.0,2.0,4.0,5.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,Business,3,M,1961-08-28,Argentina,62,60+,30.0,43.0,26.0,44.0,20.0,Virgo,Tierra
4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,Business,4,F,1992-11-18,Argentina,31,31-45,31.0,35.0,32.0,44.0,28.0,Escorpio,Agua
2.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,5.0,4.0,Business,4,F,1986-02-21,Argentina,37,31-45,35.0,32.0,21.0,41.0,38.0,Piscis,Agua
2.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,5.0,4.0,Business,4,F,1986-02-21,Argentina,37,31-45,35.0,32.0,21.0,41.0,38.0,Piscis,Agua
4.0,2.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,3.0,Education,4,F,1954-10-18,Argentina,69,60+,33.0,48.0,39.0,50.0,19.0,Libra,Aire
4.0,5.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,Social Sciences,4,F,1983-08-08,Argentina,40,31-45,41.0,46.0,34.0,43.0,24.0,Leo,Fuego
1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,5.0,2.0,3.0,1.0,4.0,4.0,Social Sciences,4,F,1974-05-28,Argentina,49,46-59,30.0,42.0,17.0,47.0,13.0,Géminis,Aire
4.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,Business,3,F,1983-08-04,Argentina,40,31-45,35.0,43.0,32.0,39.0,40.0,Leo,Fuego
3.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,Social Sciences,5,F,1995-08-08,Germany,28,18-30,36.0,38.0,33.0,45.0,29.0,Leo,Fuego
3.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,Health Sciences,3,F,1980-04-10,Argentina,43,31-45,45.0,45.0,29.0,46.0,41.0,Aries,Fuego
2.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,,4,F,1958-10-13,Argentina,65,60+,23.0,46.0,18.0,43.0,36.0,Libra,Aire
4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,Education,3,F,1965-05-21,Argentina,58,46-59,32.0,34.0,36.0,43.0,35.0,Géminis,Aire
4.0,5.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,4.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,STEM,5,F,1992-07-14,Chile,31,31-45,45.0,35.0,27.0,40.0,17.0,Cáncer,Agua
3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,STEM,4,M,1999-03-16,United States,24,18-30,38.0,39.0,24.0,36.0,27.0,Piscis,Agua
1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,4.0,5.0,4.0,2.0,4.0,5.0,2.0,2.0,2.0,STEM,4,M,2001-04-14,United States,22,18-30,32.0,23.0,14.0,28.0,34.0,Aries,Fuego
3.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,,4,M,1976-11-13,Argentina,47,46-59,35.0,31.0,25.0,47.0,41.0,Escorpio,Agua
4.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,2.0,5.0,4.0,3.0,1.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,Business,5,F,1997-06-06,Argentina,26,18-30,45.0,32.0,39.0,46.0,34.0,Géminis,Aire
3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,Business,4,F,1941-08-08,Argentina,82,60+,32.0,32.0,35.0,44.0,23.0,Leo,Fuego
5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,5.0,4.0,5.0,2.0,2.0,4.0,4.0,1.0,3.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,5.0,Social Sciences,5,F,1985-04-18,Argentina,38,31-45,40.0,29.0,49.0,36.0,20.0,Aries,Fuego
4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,STEM,3,F,1998-07-16,Argentina,25,18-30,39.0,34.0,39.0,42.0,39.0,Cáncer,Agua
2.0,3.0,2.0,3.0,4.0,5.0,3.0,1.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,1.0,3.0,2.0,1.0,1.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,5.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,Health Sciences,3,F,1992-11-25,Argentina,31,31-45,30.0,25.0,30.0,41.0,40.0,Sagitario,Fuego
3.0,3.0,5.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,1.0,5.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,Health Sciences,4,F,1983-08-12,Argentina,40,31-45,31.0,35.0,27.0,41.0,35.0,Leo,Fuego
3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,Social Sciences,3,F,1992-04-14,Argentina,31,31-45,41.0,41.0,25.0,45.0,28.0,Aries,Fuego
5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,Business,4,M,1996-10-01,Spain,27,18-30,41.0,30.0,44.0,38.0,38.0,Libra,Aire
3.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,3.0,Education,4,F,1999-03-16,Argentina,24,18-30,33.0,41.0,22.0,40.0,33.0,Piscis,Agua
2.0,5.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,Education,4,F,2023-10-25,Argentina,0,0-18,40.0,48.0,28.0,40.0,35.0,Escorpio,Agua
3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,Health Sciences,4,M,1990-04-02,Argentina,33,31-45,38.0,34.0,46.0,42.0,29.0,Aries,Fuego
3.0,4.0,3.0,3.0,2.0,5.0,1.0,3.0,3.0,5.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,2.0,5.0,1.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,1.0,5.0,3.0,2.0,4.0,5.0,Humanities,3,F,1999-05-19,Argentina,24,18-30,35.0,27.0,32.0,44.0,19.0,Tauro,Tierra
1.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,3.0,5.0,5.0,Arts,3,F,1979-11-03,Argentina,44,31-45,42.0,21.0,20.0,37.0,31.0,Escorpio,Agua
3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,1.0,3.0,3.0,Business,3,M,2023-10-25,Argentina,0,0-18,34.0,40.0,32.0,46.0,21.0,Escorpio,Agua
3.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,3.0,5.0,Social Sciences,4,F,1968-08-31,Argentina,55,46-59,42.0,33.0,34.0,44.0,23.0,Virgo,Tierra
3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,Social Sciences,4,M,1999-09-09,Argentina,24,18-30,45.0,39.0,25.0,45.0,24.0,Virgo,Tierra
4.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0,5.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,Business,4,F,1945-01-01,Uruguay,78,60+,34.0,32.0,30.0,43.0,32.0,Capricornio,Tierra
4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,STEM,5,M,1996-07-17,Argentina,27,18-30,45.0,44.0,43.0,47.0,15.0,Cáncer,Agua
2.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,5.0,5.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,Arts,2,F,2001-06-29,Argentina,22,18-30,26.0,35.0,25.0,22.0,31.0,Cáncer,Agua
4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,Humanities,4,M,1981-09-25,Argentina,42,31-45,44.0,37.0,36.0,44.0,17.0,Libra,Aire
2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,Humanities,3,M,1985-08-16,Argentina,38,31-45,38.0,25.0,23.0,38.0,28.0,Leo,Fuego
5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,1.0,5.0,5.0,4.0,2.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,Education,5,F,1977-03-09,Argentina,46,46-59,41.0,35.0,48.0,39.0,22.0,Piscis,Agua
3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,1.0,1.0,5.0,2.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,,4,M,2001-06-29,Argentina,22,18-30,37.0,30.0,29.0,38.0,32.0,Cáncer,Agua
3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,STEM,4,F,1976-02-02,Argentina,47,46-59,39.0,49.0,18.0,42.0,31.0,Acuario,Aire
3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,5.0,1.0,1.0,5.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,,5,M,1951-06-29,Argentina,72,60+,28.0,41.0,31.0,42.0,20.0,Cáncer,Agua
4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,Education,4,F,2001-10-23,Argentina,22,18-30,32.0,28.0,39.0,45.0,37.0,Escorpio,Agua
3.0,2.0,4.0,2.0,3.0,1.0,5.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,2.0,3.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,Social Sciences,3,M,1968-02-09,Argentina,55,46-59,36.0,37.0,28.0,37.0,40.0,Acuario,Aire
3.0,4.0,4.0,3.0,3.0,5.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,Arts,3,M,1964-03-10,Argentina,59,46-59,42.0,37.0,31.0,44.0,27.0,Piscis,Agua
5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,STEM,4,M,1978-06-18,Argentina,45,46-59,44.0,31.0,44.0,45.0,33.0,Géminis,Aire
1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,Education,3,F,1991-11-18,Argentina,32,31-45,35.0,38.0,20.0,45.0,29.0,Escorpio,Agua
3.0,3.0,4.0,2.0,4.0,5.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,STEM,4,M,1966-03-31,Argentina,57,46-59,29.0,41.0,31.0,47.0,18.0,Aries,Fuego
1.0,2.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,3.0,3.0,2.0,5.0,3.0,5.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,1.0,3.0,2.0,Business,4,M,1966-01-02,Argentina,57,46-59,32.0,31.0,30.0,44.0,15.0,Capricornio,Tierra
